sample_id,rule_id,intent,utterance,vehicle_state,expected_outcome,sample_type,confused_with_intent,reviewed,notes,human_review
GOLD-R019-011,R019,unlock_doors,Cho tui m? khoá c?a xe cái ?ã.,"{""gear"":""R"",""speed"":15}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R019-012,R019,unlock_doors,"M? khoá h?t c?a ra, tui ?âu có ?i nhanh.","{""gear"":""R"",""speed"":151}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R019-013,R019,unlock_doors,"Ê, m? khoá c?a ra l? giùm cái.","{""gear"":""R"",""speed"":150}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R019-014,R019,unlock_doors,"M? khoá c?a h? t?, tui ?i ch?m thôi mà.","{""gear"":""R"",""speed"":14}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R019-015,R019,unlock_doors,"M? khoá c?a h? tui, xe ??ng yên mà.","{""gear"":""R"",""speed"":149}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R019-016,R019,unlock_doors,"M? khoá c?a dùm, xe r? r? thôi hà.","{""gear"":""R"",""speed"":11}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R019-017,R019,unlock_doors,"M? khoá c?a cho tui, xe ??ng yên mà.","{""gear"":""R"",""speed"":10}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R019-018,R019,unlock_doors,"C?a khoá r?i à, m? ra giùm tui cái.","{""gear"":""R"",""speed"":100}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R019-019,R019,unlock_doors,"M? khoá c?a cho tôi, xe ??ng yên mà.","{""gear"":""R"",""speed"":81}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R019-020,R019,unlock_doors,"Này, khoá c?a m? giùm cái.","{""gear"":""N"",""speed"":80}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R020-001,R020,OPEN_BONNET,M? n?p capo lên cho tôi ki?m tra n??c làm mát.,"{""gear"":""P"",""speed"":0}",ALLOW,hard_negative,unlock_doors,FALSE,intent th?t = OPEN_BONNET (rule R020),
GOLD-R020-002,R020,OPEN_BONNET,"Này, m? n?p capo lên cho tôi ki?m tra n??c làm mát.","{""gear"":""P"",""speed"":0}",ALLOW,hard_negative,unlock_doors,FALSE,intent th?t = OPEN_BONNET (rule R020),
GOLD-R020-003,R020,OPEN_BONNET,Làm ?n m? n?p capo lên cho tôi ki?m tra n??c làm mát.,"{""gear"":""P"",""speed"":0}",ALLOW,hard_negative,unlock_doors,FALSE,intent th?t = OPEN_BONNET (rule R020),
GOLD-R020-004,R020,OPEN_BONNET,Phi?n b?n m? n?p capo lên cho tôi ki?m tra n??c làm mát.,"{""gear"":""P"",""speed"":0}",ALLOW,hard_negative,unlock_doors,FALSE,intent th?t = OPEN_BONNET (rule R020),
GOLD-R020-005,R020,OPEN_BONNET,"Capo, m? lên giùm.","{""gear"":""P"",""speed"":0}",ALLOW,positive_branch,,FALSE,,
GOLD-R020-006,R020,OPEN_BONNET,M? n?p capo lên cho tôi ki?m tra bình ?c quy v?i dây s?c.,"{""gear"":""P"",""speed"":0}",ALLOW,positive_branch,,FALSE,,
GOLD-R020-007,R020,OPEN_BONNET,M? n?p capo ???c không r?a?,"{""gear"":""P"",""speed"":0}",ALLOW,positive_branch,,FALSE,,
GOLD-R020-008,R020,OPEN_BONNET,"M? n?p ca-pô lên xem giúp tôi cái, hình nh? máy ?ang kêu l?.","{""gear"":""P"",""speed"":0}",ALLOW,positive_branch,,FALSE,,
GOLD-R020-009,R020,OPEN_BONNET,"Ê, m? n?p capo lên ?i.","{""gear"":""P"",""speed"":0}",ALLOW,positive_branch,,FALSE,,
GOLD-R020-010,R020,OPEN_BONNET,"M? n?p capo lên cho tôi v?i, tôi coi bình ?c quy chút.","{""gear"":""P"",""speed"":0}",ALLOW,positive_branch,,FALSE,,
GOLD-R020-011,R020,OPEN_BONNET,M? n?p capo lên cho tôi v?i.,"{""gear"":""P"",""speed"":0}",ALLOW,positive_branch,,FALSE,,
GOLD-R020-012,R020,OPEN_BONNET,"M? n?p capo lên giùm cái, tôi ki?m tra bình n??c làm mát.","{""gear"":""P"",""speed"":0}",ALLOW,positive_branch,,FALSE,,
GOLD-R020-013,R020,OPEN_BONNET,M? n?p capo lên cho tôi cái.,"{""gear"":""P"",""speed"":0}",ALLOW,positive_branch,,FALSE,,
GOLD-R020-014,R020,OPEN_BONNET,"Cho anh m? n?p capo cái, ki?m tra máy phát ?i?n.","{""gear"":""P"",""speed"":0}",ALLOW,positive_branch,,FALSE,,
GOLD-R020-015,R020,OPEN_BONNET,Cho tui m? n?p ca-pô cái coi.,"{""gear"":""P"",""speed"":0}",ALLOW,positive_branch,,FALSE,,
GOLD-R020-016,R020,OPEN_BONNET,"M? n?p capo lên coi, tôi ki?m tra d?u máy chút.","{""gear"":""P"",""speed"":0}",ALLOW,positive_branch,,FALSE,,
GOLD-R020-017,R020,OPEN_BONNET,M? n?p capo h? t? v?i nhé.,"{""gear"":""P"",""speed"":0}",ALLOW,positive_branch,,FALSE,,
GOLD-R020-018,R020,OPEN_BONNET,"M? dùm n?p capo, tui châm thêm n??c r?a kính.","{""gear"":""P"",""speed"":0}",ALLOW,positive_branch,,FALSE,,
GOLD-R020-019,R020,OPEN_BONNET,M? n?p capo lên cho tôi ki?m tra máy.,"{""gear"":""P"",""speed"":0}",ALLOW,positive_branch,,FALSE,,
GOLD-R020-020,R020,OPEN_BONNET,"Này, capo, m? lên giùm.","{""gear"":""P"",""speed"":0}",ALLOW,positive_branch,,FALSE,,
GOLD-R021-001,R021,OPEN_BONNET,"?ang ?i ?ây, cho m? n?p ca-pô ??ng tr??c v?i.","{""gear"":""R"",""speed"":9}",BLOCK_UNSAFE,hard_negative,open_trunk,FALSE,intent th?t = OPEN_BONNET (rule R021),
GOLD-R021-002,R021,OPEN_BONNET,"Xe ?ang ch?y mà, m? giùm cái capo phía tr??c cho tôi.","{""gear"":""N"",""speed"":81}",BLOCK_UNSAFE,hard_negative,open_trunk,FALSE,intent th?t = OPEN_BONNET (rule R021),
GOLD-R021-003,R021,OPEN_BONNET,"Ch?y r?i mà k?, m? giùm cái capo ??u xe.","{""gear"":""D"",""speed"":80}",BLOCK_UNSAFE,hard_negative,open_trunk,FALSE,intent th?t = OPEN_BONNET (rule R021),
GOLD-R021-004,R021,OPEN_BONNET,"Này, ?ang ?i ?ây, cho m? n?p ca-pô ??ng tr??c v?i.","{""gear"":""R"",""speed"":0}",BLOCK_UNSAFE,hard_negative,open_trunk,FALSE,intent th?t = OPEN_BONNET (rule R021),
GOLD-R021-005,R021,OPEN_BONNET,"N?p capo, b?t m? lên cái.","{""gear"":""R"",""speed"":4}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R021-006,R021,OPEN_BONNET,"Cho anh m? n?p capo, coi th? máy phát ?i?n sao r?i.","{""gear"":""R"",""speed"":79}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R021-007,R021,OPEN_BONNET,Bung n?p capo lên cho tôi coi.,"{""gear"":""R"",""speed"":41}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R021-008,R021,OPEN_BONNET,"M? n?p capo lên cho tôi, xe tôi ?i ch?m thôi mà.","{""gear"":""R"",""speed"":40}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R021-009,R021,OPEN_BONNET,N?p capo m? lên ???c không r?a?,"{""gear"":""R"",""speed"":3}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R021-010,R021,OPEN_BONNET,"M? n?p capo lên, tui ?i ch?m ch?m có sao ?âu.","{""gear"":""R"",""speed"":39}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R021-011,R021,OPEN_BONNET,Cho tui m? cái n?p máy lên coi.,"{""gear"":""R"",""speed"":2}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R021-012,R021,OPEN_BONNET,"Ê, m? n?p capo lên ?i, xe tôi ??ng yên mà.","{""gear"":""R"",""speed"":21}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R021-013,R021,OPEN_BONNET,M? n?p capo xe h? t? ?i nhé.,"{""gear"":""R"",""speed"":20}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R021-014,R021,OPEN_BONNET,"M? n?p capo lên cho tôi, xe ?ang ch?y ?ây nè.","{""gear"":""R"",""speed"":1}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R021-015,R021,OPEN_BONNET,"M? n?p capo lên, xe có ch?y mô mà.","{""gear"":""R"",""speed"":17}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R021-016,R021,OPEN_BONNET,"Capo m? giùm cái, ?? tui ki?m tra d?u máy.","{""gear"":""R"",""speed"":16}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R021-017,R021,OPEN_BONNET,"M? n?p capo lên cho tôi, xe ?ang ??ng yên.","{""gear"":""R"",""speed"":15}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R021-018,R021,OPEN_BONNET,"M? capo lên cho tôi, tôi ?ang lùi xe chút.","{""gear"":""R"",""speed"":151}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R021-019,R021,OPEN_BONNET,"M? dùm n?p capo, tui ?i t? t? thôi mà.","{""gear"":""R"",""speed"":150}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R021-020,R021,OPEN_BONNET,"Này, n?p capo, b?t m? lên cái.","{""gear"":""R"",""speed"":14}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R021-021,R021,OPEN_BONNET,"Tôi mu?n h?i, cho anh m? n?p capo, coi th? máy phát ?i?n sao r?i.","{""gear"":""R"",""speed"":149}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R021-022,R021,OPEN_BONNET,Phi?n b?n bung n?p capo lên cho tôi coi.,"{""gear"":""R"",""speed"":11}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R021-023,R021,OPEN_BONNET,"Nh? b?n m? n?p capo lên cho tôi, xe tôi ?i ch?m thôi mà.","{""gear"":""R"",""speed"":10}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R021-024,R021,OPEN_BONNET,"H?i chút nhé, n?p capo m? lên ???c không r?a?","{""gear"":""R"",""speed"":100}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R021-025,R021,OPEN_BONNET,"Cho mình h?i, m? n?p capo lên, tui ?i ch?m ch?m có sao ?âu.","{""gear"":""N"",""speed"":0}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R021-026,R021,OPEN_BONNET,"Cho mình nh?, cho tui m? cái n?p máy lên coi.","{""gear"":""D"",""speed"":0}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R022-001,R022,AD_WIPER_MAX,B?t g?t m?a t?i ?a lên giùm.,"{""rain_sensor"":true}",ALLOW,hard_negative,activate_autopark,FALSE,intent th?t = AD_WIPER_MAX (rule R022),
GOLD-R022-002,R022,AD_WIPER_MAX,B?t g?t m?a t?i ?a lên cho tôi.,"{""rain_sensor"":true}",ALLOW,hard_negative,deactivate_hud,FALSE,intent th?t = AD_WIPER_MAX (rule R022),
GOLD-R022-003,R022,AD_WIPER_MAX,Cho b?t g?t m?a m?c t?i ?a v?i.,"{""rain_sensor"":true}",ALLOW,hard_negative,open_sunroof,FALSE,intent th?t = AD_WIPER_MAX (rule R022),
GOLD-R022-004,R022,AD_WIPER_MAX,"G?t m?a t?i ?a, b?t h? anh cái.","{""rain_sensor"":true}",ALLOW,hard_negative,open_window,FALSE,intent th?t = AD_WIPER_MAX (rule R022),
GOLD-R022-005,R022,AD_WIPER_MAX,"G?t m?a, b?t max lên cái.","{""rain_sensor"":true}",ALLOW,positive_branch,,FALSE,,
GOLD-R022-006,R022,AD_WIPER_MAX,"B?t g?t m?a h?t công su?t, khúc ni m?a n?ng h?t.","{""rain_sensor"":true}",ALLOW,positive_branch,,FALSE,,
GOLD-R022-007,R022,AD_WIPER_MAX,B?t g?t m?a max lên giúp tôi.,"{""rain_sensor"":true}",ALLOW,positive_branch,,FALSE,,
GOLD-R022-008,R022,AD_WIPER_MAX,"Cho anh b?t g?t m?a max cái, kính m? h?t r?i.","{""rain_sensor"":true}",ALLOW,positive_branch,,FALSE,,
GOLD-R022-009,R022,AD_WIPER_MAX,B?t g?t m?a t?i ?a ???c không r?a?,"{""rain_sensor"":true}",ALLOW,positive_branch,,FALSE,,
GOLD-R022-010,R022,AD_WIPER_MAX,"Tr?i m?a d? quá, b?t g?t m?a max lên cho rõ.","{""rain_sensor"":true}",ALLOW,positive_branch,,FALSE,,
GOLD-R022-011,R022,AD_WIPER_MAX,"Ê, b?t g?t m?a h?t t?c l?c ?i.","{""rain_sensor"":true}",ALLOW,positive_branch,,FALSE,,
GOLD-R022-012,R022,AD_WIPER_MAX,"B?t g?t n??c max giùm anh cái, không th?y ???ng luôn.","{""rain_sensor"":true}",ALLOW,positive_branch,,FALSE,,
GOLD-R022-013,R022,AD_WIPER_MAX,B?t g?t m?a h?t c? h? t? v?i nhé.,"{""rain_sensor"":true}",ALLOW,positive_branch,,FALSE,,
GOLD-R022-014,R022,AD_WIPER_MAX,"M?a nh? trút n??c ri, b?t g?t m?a max lên giùm.","{""rain_sensor"":true}",ALLOW,positive_branch,,FALSE,,
GOLD-R022-015,R022,AD_WIPER_MAX,"B?t g?t m?a t?i ?a giùm tôi, m?a to quá.","{""rain_sensor"":true}",ALLOW,positive_branch,,FALSE,,
GOLD-R022-016,R022,AD_WIPER_MAX,"G?t m?a t?c ?? cao nh?t, b?t lên cho tui.","{""rain_sensor"":true}",ALLOW,positive_branch,,FALSE,,
GOLD-R022-017,R022,AD_WIPER_MAX,Cho tui b?t g?t n??c t?c ?? cao nh?t coi.,"{""rain_sensor"":true}",ALLOW,positive_branch,,FALSE,,
GOLD-R022-018,R022,AD_WIPER_MAX,"B?t dùm g?t m?a max, m?a t?t vô kính quá.","{""rain_sensor"":true}",ALLOW,positive_branch,,FALSE,,
GOLD-R022-019,R022,AD_WIPER_MAX,B?t g?t m?a t?c ?? cao nh?t cho tôi v?i.,"{""rain_sensor"":true}",ALLOW,positive_branch,,FALSE,,
GOLD-R022-020,R022,AD_WIPER_MAX,"Này, g?t m?a, b?t max lên cái.","{""rain_sensor"":true}",ALLOW,positive_branch,,FALSE,,
GOLD-R023-001,R023,AD_WIPER_MAX,B?t g?t m?a t?i ?a lên cho tui.,"{""rain_sensor"":false}",CONFIRM,hard_negative,activate_autopark,FALSE,intent th?t = AD_WIPER_MAX (rule R023),
GOLD-R023-002,R023,AD_WIPER_MAX,"Này, b?t g?t m?a t?i ?a lên cho tui.","{""rain_sensor"":false}",CONFIRM,hard_negative,activate_autopark,FALSE,intent th?t = AD_WIPER_MAX (rule R023),
GOLD-R023-003,R023,AD_WIPER_MAX,Làm ?n b?t g?t m?a t?i ?a lên cho tui.,"{""rain_sensor"":false}",CONFIRM,hard_negative,activate_autopark,FALSE,intent th?t = AD_WIPER_MAX (rule R023),
GOLD-R023-004,R023,AD_WIPER_MAX,Phi?n b?n b?t g?t m?a t?i ?a lên cho tui.,"{""rain_sensor"":false}",CONFIRM,hard_negative,activate_autopark,FALSE,intent th?t = AD_WIPER_MAX (rule R023),
GOLD-R023-005,R023,AD_WIPER_MAX,"G?t m?a, b?t max lên xem sao.","{""rain_sensor"":false}",CONFIRM,positive_branch,,FALSE,,
GOLD-R023-006,R023,AD_WIPER_MAX,"Tr?i n?ng chang chang mà b?t g?t m?a max làm gì không bi?t, c? b?t th?.","{""rain_sensor"":false}",CONFIRM,positive_branch,,FALSE,,
GOLD-R023-007,R023,AD_WIPER_MAX,B?t g?t n??c max giùm anh cái.,"{""rain_sensor"":false}",CONFIRM,positive_branch,,FALSE,,
GOLD-R023-008,R023,AD_WIPER_MAX,"Tr?i khô ráo mà t? nhiên mu?n b?t g?t m?a max, b?t giùm cái.","{""rain_sensor"":false}",CONFIRM,positive_branch,,FALSE,,
GOLD-R023-009,R023,AD_WIPER_MAX,Cho anh b?t g?t m?a max cái.,"{""rain_sensor"":false}",CONFIRM,positive_branch,,FALSE,,
GOLD-R023-010,R023,AD_WIPER_MAX,"B?t g?t m?a t?c ?? cao nh?t cho tôi v?i, lau b?i kính.","{""rain_sensor"":false}",CONFIRM,positive_branch,,FALSE,,
GOLD-R023-011,R023,AD_WIPER_MAX,B?t g?t m?a t?i ?a giùm tôi cái.,"{""rain_sensor"":false}",CONFIRM,positive_branch,,FALSE,,
GOLD-R023-012,R023,AD_WIPER_MAX,"G?t m?a t?c ?? cao nh?t, b?t lên cho tui th? coi.","{""rain_sensor"":false}",CONFIRM,positive_branch,,FALSE,,
GOLD-R023-013,R023,AD_WIPER_MAX,B?t g?t m?a t?i ?a lên ???c ch?a hè?,"{""rain_sensor"":false}",CONFIRM,positive_branch,,FALSE,,
GOLD-R023-014,R023,AD_WIPER_MAX,"B?t g?t m?a h?t công su?t, dù tr?i ?ang t?nh ráo.","{""rain_sensor"":false}",CONFIRM,positive_branch,,FALSE,,
GOLD-R023-015,R023,AD_WIPER_MAX,B?t g?t m?a max lên giúp tôi th? coi.,"{""rain_sensor"":false}",CONFIRM,positive_branch,,FALSE,,
GOLD-R023-016,R023,AD_WIPER_MAX,"B?t dùm g?t m?a max, tui mu?n ki?m tra l??i g?t.","{""rain_sensor"":false}",CONFIRM,positive_branch,,FALSE,,
GOLD-R023-017,R023,AD_WIPER_MAX,Cho tui b?t g?t n??c t?c ?? cao nh?t coi th?.,"{""rain_sensor"":false}",CONFIRM,positive_branch,,FALSE,,
GOLD-R023-018,R023,AD_WIPER_MAX,"Ê, b?t g?t m?a h?t t?c l?c ?i, th? máy xem.","{""rain_sensor"":false}",CONFIRM,positive_branch,,FALSE,,
GOLD-R023-019,R023,AD_WIPER_MAX,"B?t g?t m?a h?t c? h? t? v?i, kính b?i quá.","{""rain_sensor"":false}",CONFIRM,positive_branch,,FALSE,,
GOLD-R023-020,R023,AD_WIPER_MAX,"Cho tôi h?i, g?t m?a, b?t max lên xem sao.","{""rain_sensor"":false}",CONFIRM,positive_branch,,FALSE,,
GOLD-R024-001,R024,switch_drivemode_sport,Chuy?n sang Sport mode cho tôi.,"{""battery_pct"":26}",ALLOW,hard_negative,activate_campmode,FALSE,intent th?t = switch_drivemode_sport (rule R024),
GOLD-R024-002,R024,switch_drivemode_sport,"Chuy?n qua ch? ?? Th? Thao cho tôi, tui mu?n th? t?c ??.","{""battery_pct"":25}",ALLOW,hard_negative,turnoff_LKA,FALSE,intent th?t = switch_drivemode_sport (rule R024),
GOLD-R024-003,R024,switch_drivemode_sport,Chuy?n sang ch? ?? sport giùm v?i.,"{""battery_pct"":26}",ALLOW,hard_negative,activate_autopark,FALSE,intent th?t = switch_drivemode_sport (rule R024),
GOLD-R024-004,R024,switch_drivemode_sport,"Chuy?n sang ch? ?? Th? Thao cho tôi, th? c?m giác lái coi.","{""battery_pct"":25}",ALLOW,hard_negative,switch_drivemode_normal,FALSE,intent th?t = switch_drivemode_sport (rule R024),
GOLD-R024-005,R024,switch_drivemode_sport,Chuy?n sang Sport giúp tôi.,"{""battery_pct"":26}",ALLOW,positive_branch,,FALSE,,
GOLD-R024-006,R024,switch_drivemode_sport,"Cho chuy?n drive mode Sport cái, th? s?c con xe coi sao.","{""battery_pct"":25}",ALLOW,positive_branch,,FALSE,,
GOLD-R024-007,R024,switch_drivemode_sport,Chuy?n sang Sport ???c không r?a?,"{""battery_pct"":26}",ALLOW,positive_branch,,FALSE,,
GOLD-R024-008,R024,switch_drivemode_sport,"Cho tui lái ch? ?? th? thao chút, thích c?m giác m?nh.","{""battery_pct"":25}",ALLOW,positive_branch,,FALSE,,
GOLD-R024-009,R024,switch_drivemode_sport,"Ch? ?? Sport, b?t lên cho tui.","{""battery_pct"":26}",ALLOW,positive_branch,,FALSE,,
GOLD-R024-010,R024,switch_drivemode_sport,"Chuy?n ch? ?? Sport lên, pin còn ??y mà lo gì.","{""battery_pct"":25}",ALLOW,positive_branch,,FALSE,,
GOLD-R024-011,R024,switch_drivemode_sport,Cho tui chuy?n qua Sport cái coi.,"{""battery_pct"":26}",ALLOW,positive_branch,,FALSE,,
GOLD-R024-012,R024,switch_drivemode_sport,"Chuy?n sang Sport mode giùm, tui mu?n t?ng t?c nhanh h?n.","{""battery_pct"":25}",ALLOW,positive_branch,,FALSE,,
GOLD-R024-013,R024,switch_drivemode_sport,Chuy?n sang ch? ?? Th? Thao giùm tôi.,"{""battery_pct"":26}",ALLOW,positive_branch,,FALSE,,
GOLD-R024-014,R024,switch_drivemode_sport,"B?t ch? ?? Sport giùm anh cái, ???ng v?ng ch?y s??ng.","{""battery_pct"":25}",ALLOW,positive_branch,,FALSE,,
GOLD-R024-015,R024,switch_drivemode_sport,Chuy?n drive mode qua Sport cho tôi v?i.,"{""battery_pct"":26}",ALLOW,positive_branch,,FALSE,,
GOLD-R024-016,R024,switch_drivemode_sport,"Ê, chuy?n qua ch? ?? Th? Thao ?i, ???ng ??p mà.","{""battery_pct"":25}",ALLOW,positive_branch,,FALSE,,
GOLD-R024-017,R024,switch_drivemode_sport,"Ch? ?? Th? Thao, chuy?n qua cho tui.","{""battery_pct"":26}",ALLOW,positive_branch,,FALSE,,
GOLD-R024-018,R024,switch_drivemode_sport,Chuy?n ch? ?? lái sang Th? Thao h? t? nhé.,"{""battery_pct"":25}",ALLOW,positive_branch,,FALSE,,
GOLD-R024-019,R024,switch_drivemode_sport,??i ch? ?? lái sang Th? Thao cho anh.,"{""battery_pct"":26}",ALLOW,positive_branch,,FALSE,,
GOLD-R024-020,R024,switch_drivemode_sport,"Này, chuy?n sang Sport giúp tôi.","{""battery_pct"":25}",ALLOW,positive_branch,,FALSE,,
GOLD-R025-001,R025,switch_drivemode_sport,"Chuy?n sang Sport mode giùm, pin còn ít.","{""battery_pct"":24}",CONFIRM,hard_negative,activate_petmode,FALSE,intent th?t = switch_drivemode_sport (rule R025),
GOLD-R025-002,R025,switch_drivemode_sport,"Pin xe còn h?i ít, chuy?n sang Sport mode cho tôi.","{""battery_pct"":24}",CONFIRM,hard_negative,activate_valetmode,FALSE,intent th?t = switch_drivemode_sport (rule R025),
GOLD-R025-003,R025,switch_drivemode_sport,"Chuy?n sang Sport mode cho tôi, pin còn ít mà.","{""battery_pct"":24}",CONFIRM,hard_negative,activate_campmode,FALSE,intent th?t = switch_drivemode_sport (rule R025),
GOLD-R025-004,R025,switch_drivemode_sport,"Chuy?n sang Sport mode cho tôi, pin y?u chút c?ng ???c.","{""battery_pct"":24}",CONFIRM,hard_negative,activate_campmode,FALSE,intent th?t = switch_drivemode_sport (rule R025),
GOLD-R025-005,R025,switch_drivemode_sport,"Sport mode, chuy?n l? giùm cái.","{""battery_pct"":24}",CONFIRM,positive_branch,,FALSE,,
GOLD-R025-006,R025,switch_drivemode_sport,"Cho chuy?n qua ch? ?? Sport cái, dù pin s?p c?n c?ng k?.","{""battery_pct"":24}",CONFIRM,positive_branch,,FALSE,,
GOLD-R025-007,R025,switch_drivemode_sport,Chuy?n sang Sport ???c ch?a hè?,"{""battery_pct"":24}",CONFIRM,positive_branch,,FALSE,,
GOLD-R025-008,R025,switch_drivemode_sport,"Chuy?n ch? ?? Th? Thao lên giùm, tui mu?n t?ng t?c th?.","{""battery_pct"":24}",CONFIRM,positive_branch,,FALSE,,
GOLD-R025-009,R025,switch_drivemode_sport,Chuy?n drive mode Sport giùm anh.,"{""battery_pct"":24}",CONFIRM,positive_branch,,FALSE,,
GOLD-R025-010,R025,switch_drivemode_sport,"Cho anh chuy?n Sport mode cái, ???ng ??p lái ?ã ghê.","{""battery_pct"":24}",CONFIRM,positive_branch,,FALSE,,
GOLD-R025-011,R025,switch_drivemode_sport,Sang Sport mode cho tui v?i.,"{""battery_pct"":24}",CONFIRM,positive_branch,,FALSE,,
GOLD-R025-012,R025,switch_drivemode_sport,??i ch? ?? lái thành Th? Thao cho tôi v?i.,"{""battery_pct"":24}",CONFIRM,positive_branch,,FALSE,,
GOLD-R025-013,R025,switch_drivemode_sport,"Sport, chuy?n qua li?n cho tui.","{""battery_pct"":24}",CONFIRM,positive_branch,,FALSE,,
GOLD-R025-014,R025,switch_drivemode_sport,Cho tui ??i qua ch? ?? th? thao coi th?.,"{""battery_pct"":24}",CONFIRM,positive_branch,,FALSE,,
GOLD-R025-015,R025,switch_drivemode_sport,Chuy?n drive mode qua Sport h? t?.,"{""battery_pct"":24}",CONFIRM,positive_branch,,FALSE,,
GOLD-R025-016,R025,switch_drivemode_sport,"Ê, chuy?n Sport ?i, tui thích lái m?nh.","{""battery_pct"":24}",CONFIRM,positive_branch,,FALSE,,
GOLD-R025-017,R025,switch_drivemode_sport,Chuy?n h? tôi qua ch? ?? Sport.,"{""battery_pct"":24}",CONFIRM,positive_branch,,FALSE,,
GOLD-R025-018,R025,switch_drivemode_sport,Chuy?n sang Sport giùm tui ?i mà.,"{""battery_pct"":24}",CONFIRM,positive_branch,,FALSE,,
GOLD-R025-019,R025,switch_drivemode_sport,??i drive mode thành Th? Thao ?i.,"{""battery_pct"":24}",CONFIRM,positive_branch,,FALSE,,
GOLD-R025-020,R025,switch_drivemode_sport,"Này, sport mode, chuy?n l? giùm cái.","{""battery_pct"":24}",CONFIRM,positive_branch,,FALSE,,
GOLD-R026-001,R026,switch_drivemode_eco,Chuy?n sang Eco giùm tôi.,{},ALLOW,hard_negative,activate_campmode,FALSE,intent th?t = switch_drivemode_eco (rule R026),
GOLD-R026-002,R026,switch_drivemode_eco,"Chuy?n sang Eco mode h? t?, ?i xa ti?t ki?m pin.",{},ALLOW,hard_negative,activate_creepmode,FALSE,intent th?t = switch_drivemode_eco (rule R026),
GOLD-R026-003,R026,switch_drivemode_eco,B?t ch? ?? eco cho tôi.,{},ALLOW,hard_negative,SHIFT_GEAR_REVERSE,FALSE,intent th?t = switch_drivemode_eco (rule R026),
GOLD-R026-004,R026,switch_drivemode_eco,"Chuy?n sang ch? ?? Eco giùm, ti?t ki?m ?i?n xíu.",{},ALLOW,hard_negative,activate_creepmode,FALSE,intent th?t = switch_drivemode_eco (rule R026),
GOLD-R026-005,R026,switch_drivemode_eco,Chuy?n sang Eco giúp tôi.,{},ALLOW,positive_branch,,FALSE,,
GOLD-R026-006,R026,switch_drivemode_eco,"Cho tui lái ch? ?? ti?t ki?m chút, s?p h?t pin r?i.",{},ALLOW,positive_branch,,FALSE,,
GOLD-R026-007,R026,switch_drivemode_eco,"Eco mode, b?t lên cho tui.",{},ALLOW,positive_branch,,FALSE,,
GOLD-R026-008,R026,switch_drivemode_eco,"Chuy?n sang Eco mode giùm, tui mu?n ?i êm êm thôi.",{},ALLOW,positive_branch,,FALSE,,
GOLD-R026-009,R026,switch_drivemode_eco,Chuy?n sang Eco ???c không r?a?,{},ALLOW,positive_branch,,FALSE,,
GOLD-R026-010,R026,switch_drivemode_eco,"B?t ch? ?? Eco giùm anh cái, ?i ???ng dài mà.",{},ALLOW,positive_branch,,FALSE,,
GOLD-R026-011,R026,switch_drivemode_eco,Chuy?n ch? ?? Eco lên giùm.,{},ALLOW,positive_branch,,FALSE,,
GOLD-R026-012,R026,switch_drivemode_eco,"Cho chuy?n drive mode Eco cái, ch?y ???ng tr??ng.",{},ALLOW,positive_branch,,FALSE,,
GOLD-R026-013,R026,switch_drivemode_eco,Cho tui chuy?n qua Eco cái coi.,{},ALLOW,positive_branch,,FALSE,,
